congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
119,House,21356,14,10,PA,200,,,"PERRY, Scott",P000605,1962.0,,0.684,-0.487,-30.32875,0.87493,227,16,,0.932,-0.363
119,House,21548,14,2,PA,100,,,"BOYLE, Brendan Francis",B001296,1977.0,,-0.381,0.151,-14.69568,0.93538,220,7,,-0.32,0.105
119,House,21566,14,3,PA,100,,,"EVANS, Dwight",E000296,1954.0,,-0.469,-0.154,-3.67354,0.9818,200,1,,-0.586,0.029
119,House,21718,14,1,PA,200,,,"FITZPATRICK, Brian K.",F000466,1973.0,,0.14,-0.104,-44.22104,0.82299,227,18,,0.176,-0.24
119,House,21745,14,11,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964.0,,0.454,0.132,-9.57721,0.95833,225,5,,0.55,0.308
119,House,21762,14,5,PA,100,,,"SCANLON, Mary Gay",S001205,1959.0,,-0.451,-0.21,-4.4242,0.98053,225,2,,-0.632,0.095
119,House,21915,14,4,PA,100,,,"DEAN, Madeleine",D000631,1959.0,,-0.445,-0.077,-4.03167,0.98232,226,2,,-0.499,-0.107
119,House,21934,14,6,PA,100,,,"HOULAHAN, Christina",H001085,1967.0,,-0.261,0.223,-20.7332,0.9116,224,9,,-0.243,-0.116
119,House,21936,14,13,PA,200,,,"JOYCE, John",J000302,1957.0,,0.579,-0.034,-25.93051,0.89382,231,13,,0.683,-0.079
119,House,21945,14,9,PA,200,,,"MEUSER, Dan",M001204,1964.0,,0.492,0.197,-15.96784,0.9281,214,5,,0.61,0.792
119,House,21956,14,14,PA,200,,,"RESCHENTHALER, Guy",R000610,1983.0,,0.446,0.055,-10.02333,0.95736,230,7,,0.584,0.286
119,House,22316,14,17,PA,100,,,"DELUZIO, Chris",D000530,1984.0,,-0.25,-0.148,-17.67828,0.92633,231,9,,-0.28,-0.203
119,House,22342,14,12,PA,100,,,"LEE, Summer",L000602,1987.0,,-0.414,-0.91,-6.8035,0.97098,231,3,,-0.602,-0.765
119,House,22506,14,8,PA,200,,,"BRESNAHAN, Robert P., Jr.",B001327,1990.0,,0.266,0.041,-16.09043,0.93215,229,6,,0.266,0.039
119,House,22533,14,7,PA,200,,,"MACKENZIE, Ryan",M001230,1982.0,,0.289,-0.1,-18.92767,0.92133,231,7,,0.289,-0.102
119,House,22560,92,0,PR,100,,,"HERNÁNDEZ, Pablo José",H001103,1991.0,,-0.463,-0.369,-0.01563,0.99954,34,0,,-0.507,-0.164
119,House,22345,5,2,RI,100,,,"MAGAZINER, Seth",M001223,1983.0,,-0.332,0.182,-11.77299,0.94946,227,7,,-0.285,-0.057
119,House,22375,5,1,RI,100,,,"AMO, Gabe",A000380,1987.0,,-0.456,-0.02,-8.49974,0.96387,231,4,,-0.345,-0.212
119,House,20138,48,2,SC,200,,,"WILSON, Addison Graves (Joe)",W000795,1947.0,,0.53,0.16,-9.56305,0.95821,224,4,,0.607,0.247
119,House,21753,48,5,SC,200,,,"NORMAN, Ralph",N000190,1953.0,,0.85,-0.383,-10.25117,0.95527,224,5,,0.926,-0.378
119,House,21974,48,4,SC,200,,,"TIMMONS, William",T000480,1984.0,,0.599,0.048,-14.19283,0.9399,229,8,,0.578,-0.124
119,House,22132,48,1,SC,200,,,"MACE, Nancy",M000194,1977.0,,0.343,-0.294,-26.18933,0.89149,228,16,,0.424,-0.361
119,House,22322,48,7,SC,200,,,"FRY, Russell",F000478,1985.0,,0.538,-0.276,-25.05274,0.89637,229,13,,0.667,-0.179
119,House,22505,48,3,SC,200,,,"BIGGS, Sheri",B001325,1970.0,,0.788,-0.259,-11.83376,0.95006,231,4,,0.788,-0.259
119,House,39301,48,6,SC,100,,,"CLYBURN, James Enos",C000537,1940.0,,-0.467,0.245,-11.02233,0.95301,229,3,,-0.439,-0.055
119,House,21935,37,1,SD,200,,,"JOHNSON, Dustin",J000301,1976.0,,0.467,0.135,-9.87532,0.95724,226,6,,0.547,0.218
119,House,20748,54,9,TN,100,,,"COHEN, Stephen",C001068,1949.0,,-0.39,-0.294,-10.27088,0.95377,217,5,,-0.315,-0.289
119,House,21178,54,3,TN,200,,,"FLEISCHMANN, Chuck",F000459,1962.0,,0.431,0.396,-3.21065,0.9862,231,0,,0.376,0.695
119,House,21179,54,4,TN,200,,,"DESJARLAIS, Scott",D000616,1964.0,,0.578,-0.046,-14.46048,0.9361,219,5,,0.57,0.092
119,House,21731,54,8,TN,200,,,"KUSTOFF, David",K000392,1966.0,,0.541,0.341,-14.22118,0.93953,228,6,,0.45,0.094
119,House,21905,54,2,TN,200,,,"BURCHETT, Timothy",B001309,1964.0,,0.665,-0.435,-23.72557,0.89643,217,9,,0.644,-0.654
119,House,21926,54,7,TN,200,,,"GREEN, Mark",G000590,1964.0,,0.671,0.018,-7.42224,0.9465,135,4,,0.846,0.355
119,House,21959,54,6,TN,200,,,"ROSE, John",R000612,1965.0,,0.665,0.125,-14.79715,0.93635,225,6,,0.64,0.319
119,House,22122,54,1,TN,200,,,"HARSHBARGER, Diana",H001086,1960.0,,0.675,-0.096,-15.34631,0.93463,227,4,,0.641,-0.264
119,House,22357,54,5,TN,200,,,"OGLES, Andy",O000175,1971.0,,0.787,-0.358,-12.45367,0.94472,219,6,,0.761,-0.312
119,House,20356,49,31,TX,200,,,"CARTER, John R.",C001051,1941.0,,0.487,0.547,-11.61211,0.94992,226,8,,0.582,0.334
119,House,20529,49,9,TX,100,,,"GREEN, Al",G000553,1947.0,,-0.447,0.263,-15.71513,0.93225,224,2,,-0.486,-0.473
119,House,20530,49,10,TX,200,,,"McCAUL, Michael T.",M001157,1962.0,,0.41,0.175,-6.43219,0.96969,209,1,,0.31,0.49
119,House,20533,49,28,TX,100,,,"CUELLAR, Henry",C001063,1955.0,,-0.225,0.638,-46.88258,0.81632,231,25,,-0.174,0.844
119,House,21360,49,14,TX,200,,,"WEBER, Randy",W000814,1953.0,,0.72,0.024,-16.55978,0.93024,229,9,,0.554,-0.098
119,House,21362,49,20,TX,100,,,"CASTRO, Joaquin",C001091,1974.0,,-0.4,-0.131,-9.58207,0.95794,223,3,,-0.385,-0.601
119,House,21364,49,25,TX,200,,,"WILLIAMS, Roger",W000816,1949.0,,0.593,0.061,-14.70263,0.93535,220,7,,0.486,0.08
119,House,21365,49,33,TX,100,,,"VEASEY, Marc",V000131,1971.0,,-0.407,0.355,-25.10795,0.89658,230,10,,-0.505,0.835
119,House,21551,49,36,TX,200,,,"BABIN, Brian",B001291,1948.0,,0.708,0.117,-17.22255,0.92816,231,9,,0.614,0.152
119,House,21700,49,19,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972.0,,0.642,-0.001,-13.35392,0.94162,222,7,,0.633,0.017
119,House,21722,49,34,TX,100,,,"GONZALEZ, Vicente Jr.",G000581,1967.0,,-0.385,0.857,-47.48364,0.80587,220,27,,-0.316,0.949
119,House,21758,49,27,TX,200,,,"CLOUD, Michael",C001115,1975.0,,0.69,-0.362,-23.90594,0.90128,230,10,,0.834,-0.268
119,House,21911,49,2,TX,200,,,"CRENSHAW, Daniel",C001120,1984.0,,0.434,0.268,-8.99911,0.95844,212,5,,0.457,0.124
119,House,21917,49,16,TX,100,,,"ESCOBAR, Veronica",E000299,1969.0,,-0.477,-0.267,-4.99076,0.97844,229,1,,-0.396,-0.405
119,House,21919,49,7,TX,100,,,"FLETCHER, Elizabeth",F000468,1975.0,,-0.515,0.857,-22.55178,0.90621,229,14,,-0.762,0.494
119,House,21922,49,29,TX,100,,,"GARCIA, Sylvia",G000587,1950.0,,-0.781,0.317,-4.4361,0.98081,229,1,,-0.745,0.113
119,House,21925,49,5,TX,200,,,"GOODEN, Lance",G000589,1982.0,,0.721,-0.043,-23.54471,0.90189,228,15,,0.739,0.268
119,House,21961,49,21,TX,200,,,"ROY, Charles",R000614,1972.0,,0.8,-0.6,-15.16622,0.93396,222,8,,0.879,-0.477
119,House,22112,49,4,TX,200,,,"FALLON, Pat",F000246,1967.0,,0.714,0.124,-18.63679,0.92151,228,7,,0.717,0.19
119,House,22119,49,23,TX,200,,,"GONZALES, Tony",G000594,1980.0,,0.346,0.225,-13.7769,0.93983,222,6,,0.558,0.411
119,House,22125,49,13,TX,200,,,"JACKSON, Ronny",J000304,1967.0,,0.785,0.16,-21.86503,0.9058,221,8,,0.92,0.393
119,House,22143,49,22,TX,200,,,"NEHLS, Troy E.",N000026,1968.0,,0.61,-0.246,-12.4941,0.94527,222,3,,0.589,-0.281
119,House,22147,49,11,TX,200,,,"PFLUGER, August",P000048,1977.0,,0.633,0.37,-9.90726,0.95784,230,3,,0.541,0.255
119,House,22155,49,24,TX,200,,,"VAN DUYNE, Beth",V000134,1970.0,,0.604,-0.001,-15.15104,0.93625,230,7,,0.608,-0.072
119,House,22160,49,6,TX,200,,,"ELLZEY, Jake",E000071,1970.0,,0.512,0.7,-3.47507,0.985,230,0,,0.376,0.695
119,House,22307,49,35,TX,100,,,"CASAR, Greg",C001131,1989.0,,-0.423,-0.87,-4.16637,0.98181,227,1,,-0.585,-0.758
119,House,22312,49,30,TX,100,,,"CROCKETT, Jasmine",C001130,1981.0,,-0.498,-0.207,-3.83373,0.98318,226,1,,-0.452,-0.279
119,House,22315,49,15,TX,200,,,"DE LA CRUZ, Monica",D000594,1974.0,,0.472,0.129,-14.86111,0.93199,211,10,,0.568,0.136
119,House,22328,49,38,TX,200,,,"HUNT, Wesley",H001095,1981.0,,0.591,-0.29,-6.72013,0.96335,180,1,,0.56,-0.375
119,House,22344,49,8,TX,200,,,"LUTTRELL, Morgan",L000603,1975.0,,0.599,-0.039,-19.95875,0.91511,225,8,,0.531,-0.215
119,House,22352,49,1,TX,200,,,"MORAN, Nathaniel",M001224,1974.0,,0.582,0.558,-10.92737,0.9532,228,7,,0.643,0.396
119,House,22364,49,3,TX,200,,,"SELF, Keith",S001224,1953.0,,0.84,-0.215,-25.42714,0.89224,223,13,,0.929,-0.095
119,House,22517,49,26,TX,200,,,"GILL, Brandon",G000603,1994.0,,0.981,0.194,-15.56624,0.93258,223,7,,0.922,0.018
119,House,22519,49,12,TX,200,,,"GOLDMAN, Craig A.",G000601,1968.0,,0.828,0.422,-13.81836,0.94193,231,6,,0.828,0.422
119,House,22528,49,32,TX,100,,,"JOHNSON, Julie",J000310,1966.0,,-0.4,0.448,-17.72041,0.92585,230,9,,-0.4,0.448
119,House,22557,49,18,TX,100,,,"TURNER, Sylvester",T000489,1954.0,2025.0,-0.746,0.666,-2.80447,0.93062,39,1,,-0.937,0.348
119,House,29571,49,37,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946.0,,-0.403,-0.33,-2.58034,0.98865,226,0,,-0.533,-0.238
119,House,29759,49,17,TX,200,,,"SESSIONS, Pete",S000250,1955.0,,0.584,0.17,-18.65235,0.92243,231,6,,0.447,-0.039
119,House,22141,67,1,UT,200,,,"MOORE, Blake D.",M001213,1980.0,,0.37,0.316,-14.00923,0.94091,230,6,,0.553,0.425
119,House,22146,67,4,UT,200,,,"OWENS, Burgess",O000086,1951.0,,0.452,0.17,-10.18645,0.95612,227,5,,0.5,0.483
119,House,22376,67,2,UT,200,,,"MALOY, Celeste",M001228,1981.0,,0.408,0.073,-12.75504,0.94582,229,4,,0.359,0.079
119,House,22529,67,3,UT,200,,,"KENNEDY, Mike",K000403,1969.0,,0.812,0.09,-18.54262,0.92123,226,9,,0.812,0.091
119,House,22301,6,1,VT,100,,,"BALINT, Becca",B001318,1968.0,,-0.453,-0.482,-3.71048,0.98386,228,2,,-0.521,-0.459
119,House,21994,96,0,VI,100,,,"PLASKETT, Stacey E.",P000610,1966.0,,-0.474,0.568,-3.66475,0.88501,30,1,,-0.552,-0.193
119,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959.0,,0.448,0.021,-15.05979,0.93498,224,6,,0.435,0.025
119,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950.0,2025.0,-0.309,-0.047,-4.55046,0.93875,72,1,,-0.313,-0.72
119,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958.0,,0.51,-0.338,-33.75619,0.86404,231,17,,0.399,-0.197
119,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950.0,,-0.395,-0.102,-4.41879,0.98055,225,0,,-0.5,-0.118
119,House,21908,40,6,VA,200,,,"CLINE, Benjamin",C001118,1972.0,,0.716,-0.209,-12.6081,0.94666,230,4,,0.715,-0.273
119,House,22335,40,2,VA,200,,,"KIGGANS, Jennifer",K000399,1971.0,,0.26,0.436,-5.42772,0.97648,228,3,,0.272,0.422
119,House,22374,40,4,VA,100,,,"MCCLELLAN, Jennifer",M001227,1972.0,,-0.55,0.053,-4.13781,0.98217,230,2,,-0.536,0.073
119,House,22539,40,5,VA,200,,,"MCGUIRE, John J., III",M001239,1968.0,,0.673,-0.362,-20.62597,0.91387,229,7,,0.673,-0.364
119,House,22554,40,10,VA,100,,,"SUBRAMANYAM, Suhas",S001230,1986.0,,-0.301,0.139,-11.92109,0.94927,229,5,,-0.301,0.138
119,House,22558,40,7,VA,100,,,"VINDMAN, Eugene Simon",V000138,1975.0,,-0.168,0.084,-20.50543,0.91363,227,8,,-0.168,0.083
119,House,22564,40,11,VA,100,,,"WALKINSHAW, James R.",W000831,,,-0.503,-0.485,-0.01055,0.99969,34,0,,-0.503,-0.485
119,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947.0,,-0.45,-0.003,-4.21105,0.98186,230,0,,-0.5,-0.118
119,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965.0,,-0.365,0.163,-13.06175,0.94261,221,4,,-0.28,-0.325
119,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955.0,,0.317,0.33,-6.01269,0.97363,225,3,,0.27,0.418
119,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965.0,,-0.621,-0.554,-3.96484,0.98121,209,3,,-0.456,-0.851
119,House,21962,73,8,WA,100,,,"SCHRIER, Kim",S001216,1968.0,,-0.281,0.399,-18.6635,0.92206,230,6,,-0.233,0.113
119,House,22153,73,10,WA,100,,,"STRICKLAND, Marilyn",S001159,1962.0,,-0.453,0.373,-8.89344,0.96141,226,5,,-0.371,-0.013
119,House,22358,73,3,WA,100,,,"PEREZ, Marie Gluesenkamp",G000600,1988.0,,-0.092,0.347,-36.87297,0.84946,226,12,,-0.145,0.628
119,House,22502,73,5,WA,200,,,"BAUMGARTNER, Michael",B001322,1975.0,,0.489,0.13,-9.58037,0.95885,228,5,,0.489,0.13
119,House,22548,73,6,WA,100,,,"RANDALL, Emily",R000621,1985.0,,-0.685,0.045,-1.62445,0.99247,215,0,,-0.68,0.036
119,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965.0,,-0.291,-0.166,-11.83071,0.94855,224,5,,-0.353,-0.283
119,House,31101,73,1,WA,100,,,"DelBENE, Suzan K.",D000617,1962.0,,-0.293,-0.203,-7.75893,0.9664,227,2,,-0.355,-0.141
119,House,21946,56,1,WV,200,,,"MILLER, Carol",M001205,1950.0,,0.528,0.105,-15.77318,0.9323,225,5,,0.681,0.255
119,House,22543,56,2,WV,200,,,"MOORE, Riley M.",M001235,1980.0,,0.885,0.465,-32.57574,0.8674,229,17,,0.886,0.465
119,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951.0,,-0.523,-0.27,-4.61546,0.97942,222,2,,-0.742,0.208
119,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964.0,,-0.524,-0.555,-2.72031,0.98809,227,0,,-0.52,-0.458
119,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955.0,,0.598,-0.204,-25.82596,0.89156,225,12,,0.598,-0.186
119,House,21970,25,1,WI,200,,,"STEIL, Bryan",S001213,1981.0,,0.418,0.066,-10.12724,0.95711,231,5,,0.511,0.344
119,House,21989,25,7,WI,200,,,"TIFFANY, Thomas P.",T000165,1957.0,,0.639,-0.255,-21.11424,0.91043,225,6,,0.588,-0.41
119,House,22115,25,5,WI,200,,,"FITZGERALD, Scott",F000471,1963.0,,0.599,0.081,-13.02986,0.94422,227,5,,0.584,0.021
119,House,22370,25,3,WI,200,,,"VAN ORDEN, Derrick",V000135,1969.0,,0.38,-0.025,-16.37173,0.92733,217,7,,0.431,-0.042
119,House,22383,25,8,WI,200,,,"WIED, Tony",W000829,1976.0,,0.484,-0.352,-17.92749,0.92533,231,6,,0.529,-0.319
119,House,22325,68,1,WY,200,,,"HAGEMAN, Harriet",H001096,1962.0,,0.649,-0.381,-15.95747,0.93325,231,6,,0.629,-0.406
119,Senate,42102,41,0,AL,200,,,"TUBERVILLE, Thomas Hawley (Tommy)",T000278,1954.0,,0.936,-0.352,-13.57628,0.97368,509,3,,0.752,0.359
119,Senate,42300,41,0,AL,200,,,"BRITT, Katie Elizabeth",B001319,1982.0,,0.586,0.582,-4.86351,0.99056,513,2,,0.721,0.487
119,Senate,40300,81,0,AK,200,,,"MURKOWSKI, Lisa",M001153,1957.0,,0.204,-0.304,-70.17099,0.87146,510,29,,0.165,-0.184
119,Senate,41500,81,0,AK,200,,,"SULLIVAN, Daniel Scott",S001198,1964.0,,0.476,0.158,-50.60592,0.90518,508,14,,0.292,0.303
119,Senate,21502,61,0,AZ,100,,,"GALLEGO, Ruben",G000574,1979.0,,-0.359,0.142,-69.8286,0.85294,439,32,,-0.286,0.293
119,Senate,41905,61,0,AZ,100,,,"KELLY, Mark Edward",K000377,1964.0,,-0.256,0.295,-53.08769,0.89752,491,27,,-0.299,0.331
119,Senate,20101,42,0,AR,200,,,"BOOZMAN, John",B001236,1950.0,,0.427,0.338,-2.98754,0.99423,516,1,,0.428,0.283
119,Senate,21301,42,0,AR,200,,,"COTTON, Tom",C001095,1977.0,,0.579,0.194,-5.61682,0.98924,519,1,,0.501,0.209
119,Senate,20104,71,0,CA,100,,,"SCHIFF, Adam",S001150,1960.0,,-0.353,-0.113,-62.61655,0.88593,517,37,,-0.431,0.109
119,Senate,42104,71,0,CA,100,,,"PADILLA, Alejandro (Alex)",P000145,1973.0,,-0.426,-0.273,-38.99281,0.92512,501,26,,-0.543,-0.118
119,Senate,40910,62,0,CO,100,,,"BENNET, Michael F.",B001267,1964.0,,-0.237,-0.184,-50.23568,0.90723,516,20,,-0.26,-0.288
119,Senate,42101,62,0,CO,100,,,"HICKENLOOPER, John Wright",H000273,1952.0,,-0.264,-0.041,-60.22219,0.89024,518,22,,-0.272,-0.046
119,Senate,20707,1,0,CT,100,,,"MURPHY, Christopher",M001169,1973.0,,-0.284,-0.248,-73.59028,0.86563,510,35,,-0.506,-0.569
119,Senate,41101,1,0,CT,100,,,"BLUMENTHAL, Richard",B001277,1946.0,,-0.433,-0.162,-31.33019,0.94142,519,14,,-0.41,-0.243
119,Senate,21706,11,0,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962.0,,-0.38,-0.135,-34.88715,0.93571,525,13,,-0.432,-0.327
119,Senate,40916,11,0,DE,100,,,"COONS, Christopher A.",C001088,1963.0,,-0.237,-0.218,-57.17293,0.89296,505,18,,-0.254,-0.215
119,Senate,41102,43,0,FL,200,,,"RUBIO, Marco",R000595,1971.0,,0.616,-0.184,-0.00062,0.99991,7,0,,0.569,0.415
119,Senate,41903,43,0,FL,200,,,"SCOTT, Richard Lynn (Rick)",S001217,1952.0,,0.717,-0.022,-8.51762,0.98394,526,2,,0.831,-0.016
119,Senate,42506,43,0,FL,200,,,"MOODY, Ashley Brooke",M001244,1975.0,,0.74,0.204,-6.99646,0.98661,519,4,,0.74,0.201
119,Senate,42103,44,0,GA,100,,,"OSSOFF, Thomas Jonathan (Jon)",O000174,1987.0,,-0.454,0.46,-35.27615,0.929,479,11,,-0.523,0.713
119,Senate,42105,44,0,GA,100,,,"WARNOCK, Raphael Gamaliel",W000790,1969.0,,-0.418,0.401,-51.82718,0.90426,515,23,,-0.442,0.559
119,Senate,20713,82,0,HI,100,,,"HIRONO, Mazie",H001042,1947.0,,-0.514,-0.095,-24.49746,0.95441,525,7,,-0.547,-0.13
119,Senate,41112,82,0,HI,100,,,"SCHATZ, Brian Emanuel",S001194,1972.0,,-0.447,-0.115,-34.67285,0.93585,523,19,,-0.466,-0.267
119,Senate,29345,63,0,ID,200,,,"CRAPO, Michael Dean",C000880,1951.0,,0.505,0.291,-5.71831,0.98913,523,2,,0.548,0.175
119,Senate,40902,63,0,ID,200,,,"RISCH, James",R000584,1943.0,,0.551,0.384,-6.3953,0.98771,517,4,,0.743,0.328
119,Senate,15021,21,0,IL,100,,,"DURBIN, Richard Joseph",D000563,1944.0,,-0.345,-0.306,-54.69779,0.89905,514,25,,-0.289,-0.37
119,Senate,21325,21,0,IL,100,,,"DUCKWORTH, Tammy",D000622,1968.0,,-0.343,0.062,-51.69033,0.8993,487,33,,-0.397,-0.187
119,Senate,21133,22,0,IN,200,,,"YOUNG, Todd",Y000064,1972.0,,0.438,-0.023,-7.16254,0.98637,522,2,,0.484,0.287
119,Senate,21702,22,0,IN,200,,,"BANKS, James E.",B001299,1979.0,,0.647,0.012,-6.82951,0.98693,519,4,,0.684,-0.061
119,Senate,14226,31,0,IA,200,,,"GRASSLEY, Charles Ernest",G000386,1933.0,,0.362,-0.035,-8.43286,0.98413,527,2,,0.435,0.12
119,Senate,41502,31,0,IA,200,,,"ERNST, Joni",E000295,1970.0,,0.538,-0.034,-6.57393,0.98744,520,2,,0.695,0.308
119,Senate,21734,32,0,KS,200,,,"MARSHALL, Roger Wayne",M001198,1960.0,,0.606,0.142,-5.0166,0.99045,523,4,,0.583,0.212
119,Senate,29722,32,0,KS,200,,,"MORAN, Jerry",M000934,1954.0,,0.414,0.22,-10.84288,0.97872,504,3,,0.399,0.207
119,Senate,14921,51,0,KY,200,,,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942.0,,0.403,0.019,-37.08942,0.92519,477,12,,0.327,-0.073
119,Senate,41104,51,0,KY,200,,,"PAUL, Rand",P000603,1963.0,,0.891,-0.454,-110.31433,0.80412,506,47,,0.551,-0.835
119,Senate,20919,45,0,LA,200,,,"CASSIDY, Bill",C001075,1957.0,,0.464,-0.047,-6.42973,0.98702,492,3,,0.487,0.011
119,Senate,41703,45,0,LA,200,,,"KENNEDY, John Neely",K000393,1951.0,,0.562,-0.157,-13.21227,0.97482,518,7,,0.741,-0.279
119,Senate,41300,2,0,ME,328,,,"KING, Angus Stanley, Jr.",K000383,1944.0,,-0.17,-0.206,-72.98722,0.86834,517,26,,-0.186,-0.277
119,Senate,49703,2,0,ME,200,,,"COLLINS, Susan Margaret",C001035,1952.0,,0.123,-0.508,-74.58776,0.86803,527,45,,0.183,-0.417
119,Senate,20330,52,0,MD,100,,,"VAN HOLLEN, Christopher",V000128,1959.0,,-0.397,-0.225,-30.07037,0.9435,517,13,,-0.458,-0.646
119,Senate,42500,52,0,MD,100,,,"ALSOBROOKS, Angela Deneece",A000382,1971.0,,-0.432,0.007,-48.45571,0.9107,518,24,,-0.432,0.007
119,Senate,14435,3,0,MA,100,,,"MARKEY, Edward John",M000133,1946.0,,-0.517,-0.469,-10.72623,0.97974,524,1,,-0.774,-0.633
119,Senate,41301,3,0,MA,100,,,"WARREN, Elizabeth",W000817,1949.0,,-0.744,-0.363,-8.45477,0.98384,519,3,,-0.706,-0.643
119,Senate,20923,23,0,MI,100,,,"PETERS, Gary C.",P000595,1958.0,,-0.248,-0.184,-65.31155,0.88046,513,29,,-0.258,-0.2
119,Senate,21965,23,0,MI,100,,,"SLOTKIN, Elissa",S001208,1976.0,,-0.347,0.751,-51.95166,0.90242,506,24,,-0.354,0.678
119,Senate,40700,33,0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960.0,,-0.278,-0.33,-55.61728,0.89912,523,35,,-0.255,-0.254
119,Senate,41706,33,0,MN,100,,,"SMITH, Tina",S001203,1958.0,,-0.406,-0.11,-33.69814,0.93482,500,11,,-0.455,-0.347
119,Senate,29534,46,0,MS,200,,,"WICKER, Roger F.",W000437,1951.0,,0.377,0.341,-4.51112,0.99114,507,1,,0.433,0.252
119,Senate,41707,46,0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959.0,,0.452,0.327,-3.23971,0.99378,519,1,,0.486,0.385
119,Senate,41901,34,0,MO,200,,,"HAWLEY, Joshua David",H001089,1979.0,,0.832,-0.377,-83.18565,0.84785,504,30,,0.494,-0.644
119,Senate,42303,34,0,MO,200,,,"SCHMITT, Eric Stephen",S001227,1975.0,,0.918,0.051,-6.33258,0.98799,524,1,,0.769,0.217
119,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962.0,,0.59,-0.027,-10.0966,0.98066,517,3,,0.718,0.696
119,Senate,42503,64,0,MT,200,,,"SHEEHY, Timothy Patrick",S001232,1985.0,,0.671,0.741,-4.84795,0.99065,516,1,,0.671,0.741
119,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951.0,,0.461,0.333,-6.68654,0.9873,523,2,,0.422,0.394
119,Senate,42302,35,0,NE,200,,,"RICKETTS, John Peter (Pete)",R000618,1964.0,,0.438,0.519,-2.62568,0.99501,525,0,,0.48,0.416
119,Senate,21743,65,0,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957.0,,-0.285,0.319,-51.68551,0.90521,519,21,,-0.284,0.399
119,Senate,41700,65,0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964.0,,-0.356,0.323,-54.87999,0.90002,521,23,,-0.355,0.396
119,Senate,40906,4,0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947.0,,-0.225,-0.142,-85.25475,0.84578,509,34,,-0.165,-0.197
119,Senate,41702,4,0,NH,100,,,"HASSAN, Margaret (Maggie)",H001076,1958.0,,-0.23,0.039,-56.68525,0.89653,519,18,,-0.209,0.08
119,Senate,21937,12,0,NJ,100,,,"KIM, Andy",K000394,1982.0,,-0.399,0.242,-57.90697,0.89557,525,37,,-0.425,0.229
119,Senate,41308,12,0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969.0,,-0.555,-0.251,-69.67833,0.87206,509,29,,-0.461,-0.082
119,Senate,20930,66,0,NM,100,,,"HEINRICH, Martin",H001046,1971.0,,-0.333,-0.005,-64.2412,0.87898,498,28,,-0.357,0.168
119,Senate,20932,66,0,NM,100,,,"LUJÁN, Ben Ray",L000570,1972.0,,-0.378,0.026,-46.10077,0.91547,522,20,,-0.497,0.29
119,Senate,14858,13,0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950.0,,-0.354,-0.417,-32.30543,0.94043,526,13,,-0.392,-0.333
119,Senate,20735,13,0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966.0,,-0.451,-0.32,-82.66946,0.85275,519,43,,-0.362,0.019
119,Senate,21708,47,0,NC,200,,,"BUDD, Theodore Paul",B001305,1971.0,,0.633,-0.078,-11.92852,0.97666,505,4,,0.671,-0.185
119,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960.0,,0.389,-0.109,-21.3373,0.95652,480,7,,0.4,-0.121
119,Senate,21350,36,0,ND,200,,,"CRAMER, Kevin",C001096,1961.0,,0.398,0.37,-3.24078,0.99363,507,1,,0.429,0.283
119,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957.0,,0.4,0.451,-3.14906,0.99397,521,0,,0.48,0.416
